,CVE_DOC,FECHA_ENT,FECHA_VEN,CAN_TOT
530,F30574,2019-11-29,2020-02-14,1937.6000000000001
531,F30867,2020-01-22,2020-03-22,1937.6000000000001
532,F30914,2020-01-22,2020-03-27,3180.0
533,F30922,2020-01-28,2020-03-28,1050.0
534,F31274,2020-02-26,2020-04-26,1050.0
535,F31477,2020-03-12,2020-05-11,1050.0
536,F31742,2020-04-23,2020-06-22,1050.0
537,F31890,2020-05-05,2020-07-27,2577.1000000000004
538,F32052,2020-06-24,2020-08-23,4900.0
539,F32178,2020-06-25,2020-09-05,1937.6000000000001
540,F32384,2020-07-15,2020-09-27,2577.1000000000004
541,F32436,2020-07-28,2020-09-29,1937.6000000000001
542,F32612,2020-08-25,2020-10-23,3780.0000000000005
543,F32669,2020-08-27,2020-10-27,11760.000000000002
544,F32807,2020-09-04,2020-11-08,9606.000000000002
545,F32808,2020-09-04,2020-11-08,5757.1
546,F32899,2020-09-25,2020-11-22,1130.5
547,F32951,2020-09-30,2020-11-28,1937.6000000000001
548,F33046,2020-10-07,2020-12-07,1937.6
549,F33118,2020-09-29,2020-12-13,3180.0000000000005
550,F33189,2020-10-12,2020-12-20,5880.000000000001
551,F33190,2020-10-12,2020-12-20,11760.000000000002
552,F33412,2020-11-13,2021-01-16,9688.0
553,F33494,2020-11-23,2021-01-23,4514.700000000001
554,F33495,2020-11-13,2021-01-23,1937.6000000000001
555,F33535,2020-11-20,2021-01-25,2577.1000000000004
556,F33817,2020-12-17,2021-01-05,3527.6000000000004
557,F34007,2021-01-18,2021-01-27,5465.200000000001
558,F34040,2021-01-26,2021-01-29,5880.0
559,F34041,2021-01-26,2021-01-29,10067.900000000001
560,F34093,2021-01-28,2021-02-03,1825.0
561,F34335,2021-02-17,2021-04-26,5962.0
562,F34422,2021-02-26,2021-05-03,5880.000000000001
563,F34576,2021-03-10,2021-05-21,3893.5
564,F34587,2021-03-12,2021-05-21,6700.0
565,F34608,2021-03-16,2021-05-23,6227.1
566,F34612,2021-03-23,2021-05-23,2940.0000000000005
567,F34645,2021-03-25,2021-05-28,2068.5
568,F34653,2021-03-23,2021-05-28,1825.0000000000002
569,F34715,2021-03-24,2021-06-06,17160.0
570,F34716,2021-03-25,2021-06-06,5880.000000000001
571,F34795,2021-04-15,2021-06-14,3920.0000000000005
572,F34876,2021-04-22,2021-06-22,2940.0000000000005
573,F34881,2021-04-23,2021-06-22,1190.0
574,F34899,2021-04-22,2021-06-26,980.0000000000001
575,F34997,2021-05-07,2021-07-05,980.0000000000001
576,F34998,2021-05-07,2021-07-05,980.0000000000001
577,F35029,2021-05-13,2021-07-11,9800.0
578,F35042,2021-05-07,2021-07-12,1825.0000000000002
579,F35339,2021-06-21,2021-08-16,1825.0000000000002
580,F35385,2021-06-18,2021-08-22,2068.5
581,F35387,2021-06-18,2021-08-22,4928.4
582,F35388,2021-06-18,2021-08-22,2068.5
583,F35389,2021-06-21,2021-08-22,6860.0
584,F35390,2021-06-21,2021-08-22,980.0
585,F35538,2021-07-09,2021-09-07,2068.5
586,F35539,2021-07-09,2021-09-07,1825.0000000000002
587,F35643,2021-07-23,2021-09-20,3650.0000000000005
588,F35644,2021-07-23,2021-09-20,2068.5
589,F35671,2021-07-23,2021-09-25,1130.5
590,F35808,2021-08-10,2021-10-10,2068.5
591,F36168,2021-09-14,2021-11-16,3650.0000000000005
592,F36169,2021-09-14,2021-11-16,4928.400000000001
593,F36516,2021-09-30,2021-12-26,21399.510000000002
594,F36584,2021-10-29,2022-01-03,3213.0000000000005
595,F36585,2021-10-29,2022-01-03,4928.400000000001
596,F36589,2021-10-29,2022-01-03,4137.0
597,F36615,2021-10-29,2022-01-08,9271.5
598,F36702,2021-11-12,2022-01-17,42799.020000000004
599,F36713,2021-11-12,2022-01-18,21399.510000000002
600,F36895,2021-12-08,2022-02-07,4928.4
601,F36991,2021-12-22,2022-02-20,4928.4
602,F37010,2021-12-22,2022-02-21,7010.5
603,F37011,2021-12-23,2022-02-21,9000.0
604,F37102,2021-12-24,2022-03-13,38160.0
605,F37227,2022-01-20,2022-04-01,3650.0
606,F37228,2022-01-20,2022-04-01,3650.0000000000005
607,F37230,2022-01-20,2022-04-01,4928.4
608,F37231,2022-01-20,2022-04-01,4137.0
609,F38177,2022-05-16,2022-05-17,2068.5
610,F38178,2022-05-16,2022-07-16,2068.5
611,F38179,2022-05-16,2022-07-16,4928.400000000001
612,F38180,2022-05-16,2022-07-16,4928.400000000001
613,F38203,2022-05-16,2022-07-19,3650.0000000000005
614,F38277,2022-05-27,2022-07-30,5880.0
615,F38278,2022-05-27,2022-07-30,4522.0
616,F38293,2022-05-27,2022-08-01,20580.0
617,F38545,2022-07-08,2022-09-05,2068.5
618,F38546,2022-07-08,2022-09-05,4928.400000000001
619,F38547,2022-07-08,2022-09-05,5880.000000000001
620,F38784,2022-08-05,2022-10-09,7392.6
621,F38785,2022-08-04,2022-10-09,7787.0
622,F38838,2022-08-15,2022-10-16,4522.0
623,F38995,2022-08-30,2022-11-05,1800.0
624,F38996,2022-09-02,2022-11-05,7106.5
625,F38997,2022-09-02,2022-11-05,9856.8
626,F39281,2022-10-07,2022-12-10,2930.5
627,F39618,2022-11-25,2023-01-22,15154.760000000002
628,F39685,2022-12-02,2023-02-03,5880.0
629,F39686,2022-12-02,2023-02-03,9950.5
630,F40091,2023-02-10,2023-04-08,1825.0
631,F40148,2023-02-10,2023-04-16,20580.0
632,F40149,2023-02-10,2023-04-16,5880.0
633,F40271,2023-02-27,2023-04-29,5400.0
634,F38383,2022-06-10,2022-07-15,6795.1732
635,F40147,2023-02-02,2023-03-17,6795.1732
636,F29990,2019-10-23,2019-10-23,700.95
637,F32354,2020-07-27,2020-07-27,384.5
638,F33810,2021-01-05,2021-01-05,629.9000000000001
639,F34328,2021-02-24,2021-02-24,945.0
640,F34739,2021-04-09,2021-04-09,472.00300000000004
641,F34750,2021-04-09,2021-04-09,260.6
642,F35466,2021-06-30,2021-06-30,1184.0
643,F39333,2022-10-18,2022-10-18,60.0
644,F31405,2020-03-04,2020-04-03,168.0
645,F32778,2020-09-08,2020-10-08,2150.0
646,F34349,2021-02-25,2021-02-25,270.0
647,F36736,2021-11-23,2021-12-23,345.0
648,F36897,2021-12-09,2022-01-08,300.0
649,F38128,2022-05-11,2022-06-10,48.05
650,F38222,2022-05-24,2022-06-23,300.0
651,F38689,2022-07-28,2022-08-27,300.0
652,F33009,2020-10-02,2020-10-02,414.26000000000005
653,F34248,2021-02-18,2021-02-18,1890.0000000000002
654,F38415,2022-06-20,2022-06-20,150.85
655,F39015,2022-09-08,2022-09-08,57.88
656,F30254,2019-11-08,2019-11-28,5255.25
657,F30351,2019-11-22,2019-12-07,716.0
658,F30405,2019-11-21,2019-12-12,5255.25
659,F30556,2019-12-11,2019-12-26,1580.0000000000002
660,F30587,2019-12-11,2019-12-31,2830.0
661,F30633,2019-12-19,2020-01-03,2096.3
662,F33084,2020-10-12,2020-10-27,6012.27
663,F33172,2020-10-12,2020-11-03,6012.280000000001
664,F33493,2020-11-13,2020-12-09,6226.0
665,F33496,2020-11-24,2020-12-09,227.50000000000003
666,F34555,2021-03-18,2021-04-02,91.06360000000001
667,F36468,2021-10-21,2021-11-05,773.86
668,F37263,2022-01-27,2022-02-17,6112.28
669,F39902,2023-01-11,2023-01-26,522.5000000000001
670,F29534,2019-09-18,2019-10-03,7096.4237
671,F30622,2019-12-02,2020-01-17,10731.6
672,F31106,2020-02-11,2020-03-12,10731.6
673,F31481,2020-03-09,2020-04-11,10731.6
674,F31917,2020-05-20,2020-07-03,6974.200000000001
675,F31997,2020-06-12,2020-07-17,10731.6
676,F32025,2020-06-05,2020-07-19,15540.0
677,F32440,2020-08-05,2020-09-04,15332.545800000002
678,F32934,2020-09-28,2020-10-28,15332.545800000002
679,F33701,2020-12-09,2021-01-10,20443.3944
680,F34352,2021-02-25,2021-03-27,20443.3944
681,F34660,2021-03-30,2021-04-29,2880.0
682,F34701,2021-04-06,2021-05-06,20443.3944
683,F35223,2021-06-02,2021-07-02,25554.243000000002
684,F35604,2021-07-19,2021-08-18,25554.210000000003
685,F35763,2021-08-09,2021-09-04,2431.4
686,F35834,2021-08-13,2021-09-12,25554.21
687,F36104,2021-09-09,2021-10-09,25554.210000000003
688,F36576,2021-11-04,2021-12-04,25554.210000000003
689,F36796,2021-11-29,2021-12-30,4040.4000000000005
690,F36799,2021-11-24,2021-12-30,2460.5889
691,F37058,2021-08-06,2022-02-04,481.25
692,F37099,2022-01-06,2022-02-11,25554.243000000002
693,F37408,2022-02-18,2022-03-20,25554.203400000002
694,F37660,2022-03-16,2022-04-16,7666.263000000001
695,F38018,2022-04-28,2022-05-28,25554.1968
696,F38361,2022-06-13,2022-07-10,25554.243
697,F38391,2022-06-09,2022-07-16,7159.200000000001
698,F38670,2022-07-25,2022-08-25,25554.243000000002
699,F39056,2022-09-12,2022-10-14,25554.243000000002
700,F39502,2022-11-04,2022-12-04,25554.243
701,F39695,2022-12-05,2023-01-04,25554.243000000002
702,F39809,2022-12-21,2023-01-21,13959.04
703,F39884,2023-01-09,2023-02-08,25554.210000000003
704,F39885,2023-01-09,2023-02-08,7666.263000000001
705,F39907,2023-01-12,2023-02-11,13959.04
706,F40249,2023-02-27,2023-03-29,25554.243000000002
707,F30097,2019-10-31,2019-10-31,11338.413700000001
708,F30328,2019-11-04,2019-11-21,11338.400000000001
709,F32197,2020-06-22,2020-07-24,1431.2
710,F30185,2019-11-07,2019-11-07,926.01
711,F31303,2020-02-07,2020-02-27,930.8000000000001
712,F32308,2020-07-22,2020-07-22,771.0
713,F32765,2020-08-24,2020-09-07,2601.3900000000003
714,F35491,2021-06-22,2021-07-05,1205.9299999999998
715,F36095,2021-09-08,2021-09-16,4814.0
716,F31539,2020-03-18,2020-03-18,820.0
717,F32346,2020-07-24,2020-07-24,608.7500000000001
718,F33069,2020-10-09,2020-10-09,345.8808
719,F33545,2020-11-27,2020-11-27,2810.9436000000005
720,F34010,2021-01-19,2021-01-27,825.0000000000001
721,F36672,2021-11-12,2021-11-12,100.04000000000002
722,F37670,2022-03-17,2022-03-17,1064.4
723,F31098,2020-01-22,2020-02-11,1065.6000000000001
724,F35286,2021-06-11,2021-06-10,2612.0
725,F35483,2021-06-29,2021-07-02,2183.55
726,F37565,2022-02-08,2022-03-08,1155.6000000000001
727,F37941,2022-04-07,2022-04-21,1224.0
728,F35850,2021-08-16,2021-08-16,897.7472
729,F31988,2020-06-15,2020-06-23,5650.200000000001
730,F34069,2021-01-29,2021-01-29,6284.000000000001
731,F35822,2021-08-12,2021-09-11,11081.5225
732,F35836,2021-08-13,2021-09-12,4157.22
733,F36207,2021-09-17,2021-10-22,2500.0
734,F29869,2019-10-04,2019-12-09,71346.0
735,F29965,2019-10-21,2019-12-20,720.0
736,F30278,2019-11-08,2020-01-14,10701.9
737,F30408,2019-11-08,2020-01-26,10701.9
738,F30522,2019-11-08,2020-02-07,49942.200000000004
739,F30728,2019-12-16,2020-03-08,11794.2
740,F30883,2020-01-24,2020-03-23,71346.0
741,F31153,2020-02-14,2020-04-17,4856.0
742,F31178,2020-02-18,2020-04-18,8925.0
743,F31339,2020-02-27,2020-04-28,71346.0
744,F31733,2020-04-16,2020-06-20,850.2
745,F31764,2020-04-30,2020-06-27,850.2
746,F31883,2020-05-11,2020-07-26,73896.6
747,F32176,2020-06-26,2020-09-05,71346.0
748,F32248,2020-06-26,2020-09-13,15630.0
749,F32265,2020-07-16,2020-09-14,770.0000000000001
750,F32585,2020-08-12,2020-10-19,71346.0
751,F32860,2020-09-11,2020-11-17,8500.0
752,F32900,2020-09-23,2020-11-22,17000.0
753,F32940,2020-09-30,2020-11-28,12200.0
754,F32950,2020-09-30,2020-11-28,35673.0
755,F33104,2020-10-09,2020-12-13,7788.000000000001
756,F33105,2020-10-09,2020-12-13,3450.0000000000005
757,F33106,2020-10-12,2020-12-13,1725.0000000000002
758,F33132,2020-10-09,2020-12-14,8500.0
759,F33133,2020-10-13,2020-12-14,1900.0000000000002
760,F33289,2020-10-28,2020-12-29,35673.0
761,F33393,2020-10-27,2021-01-12,18500.0
762,F33459,2020-11-24,2021-01-19,35673.0
763,F33533,2020-11-27,2021-01-25,11891.000000000002
764,F33544,2020-11-27,2021-01-26,23782.000000000004
765,F33616,2020-12-10,2021-02-01,11891.000000000002
766,F33642,2020-12-10,2021-02-02,71346.0
767,F33702,2020-12-21,2021-02-09,71346.0
768,F33762,2020-12-15,2021-02-16,10960.0
769,F33882,2021-01-08,2021-03-13,35673.0
770,F33904,2021-01-08,2021-03-16,35673.0
771,F34168,2021-02-09,2021-04-11,19489.800000000003
772,F34188,2021-02-09,2021-04-13,19489.800000000003
773,F34275,2021-02-22,2021-04-20,38979.600000000006
774,F34359,2021-02-22,2021-04-27,19489.800000000003
775,F34569,2021-03-19,2021-03-19,38979.600000000006
776,F34609,2021-03-18,2021-05-23,14875.000000000002
777,F34644,2021-03-25,2021-05-28,2600.0
778,F34649,2021-03-29,2021-05-28,4070.0000000000005
779,F34650,2021-03-30,2021-05-28,19489.800000000003
780,F34655,2021-03-29,2021-05-29,13050.0
781,F34684,2021-03-30,2021-05-30,38979.600000000006
782,F34785,2021-04-15,2021-06-14,58469.4
783,F35017,2021-05-07,2021-07-10,58469.4
784,F35116,2021-05-25,2021-07-20,67819.4
785,F35243,2021-06-04,2021-08-02,58469.4
786,F35328,2021-06-14,2021-08-14,58469.4
787,F35472,2021-06-30,2021-08-30,82694.4
788,F35789,2021-08-09,2021-10-08,58469.4
789,F36004,2021-08-31,2021-10-30,15400.0
790,F36192,2021-09-21,2021-11-20,8500.0
791,F36260,2021-09-27,2021-11-27,58469.4
792,F36625,2021-11-11,2022-01-08,77959.2
793,F36899,2021-12-09,2022-02-07,79795.20000000001
794,F37078,2022-01-08,2022-03-08,38979.600000000006
795,F37086,2022-01-08,2022-03-11,38979.600000000006
796,F37418,2022-02-12,2022-04-19,12750.0
797,F37743,2022-03-29,2022-05-27,2754.0
798,F37777,2022-03-31,2022-05-30,77959.20000000001
799,F38344,2022-06-10,2022-08-08,38979.600000000006
800,F38638,2022-07-20,2022-09-19,51729.600000000006
801,F38797,2022-08-16,2022-10-10,38979.6
802,F39115,2022-09-02,2022-11-21,5508.0
803,F39992,2023-01-17,2023-03-26,18258.0
804,F34459,2021-03-05,2021-03-08,23372.0
805,F29612,2019-09-25,2019-10-08,10463.01
806,F29613,2019-09-18,2019-10-08,4232.25
807,F29614,2019-09-25,2019-10-08,10463.01
808,F29615,2019-09-18,2019-10-08,4232.25
809,F29616,2019-09-18,2019-10-08,4232.25
810,F29864,2019-10-10,2019-10-25,4232.25
811,F29865,2019-10-10,2019-10-25,4232.25
812,F29866,2019-10-10,2019-10-25,10463.01
813,F31058,2020-02-07,2020-02-22,120.00000000000001
814,F33681,2020-12-10,2020-12-24,2220.0
815,F34823,2021-04-20,2021-05-05,2220.0
816,F38816,2022-08-04,2022-08-30,11025.0
817,F39238,2022-09-22,2022-10-19,1157.93
818,F31246,2020-02-24,2020-03-25,10560.300000000001
819,F31734,2020-04-01,2020-05-22,8482.33
820,F32582,2020-08-12,2020-09-18,990.0000000000001
821,F33128,2020-10-10,2020-11-13,1590.0000000000002
822,F34316,2021-02-24,2021-03-26,1468.0000000000002
823,F37505,2022-02-04,2022-02-28,2300.0
824,F37704,2022-02-25,2022-03-23,2300.0
825,F30010,2019-10-23,2019-10-23,2439.0
826,F29569,2019-09-20,2019-11-19,3112.0000000000005
827,F29573,2019-09-20,2019-11-19,33499.200000000004
828,F29575,2019-09-20,2019-11-19,33499.200000000004
829,F29633,2019-09-24,2019-11-23,155913.0
830,F29687,2019-09-27,2019-11-26,155913.0
831,F29947,2019-10-17,2019-12-16,155913.0
832,F30056,2019-10-25,2019-12-28,14520.0
833,F33671,2020-12-09,2020-12-09,157.74
834,F36636,2021-11-10,2021-11-10,165.0
835,F33714,2020-12-14,2020-12-14,390.0
836,F35532,2021-07-09,2021-07-09,390.00000000000006
837,F32344,2020-07-24,2020-08-08,4494.0
838,F32516,2020-08-13,2020-08-28,900.0000000000001
839,F34464,2021-03-09,2021-03-09,572.73
840,F34641,2021-03-26,2021-03-26,1875.0000000000002
841,F34843,2021-04-21,2021-04-21,4431.825000000001
842,F35068,2021-05-18,2021-06-17,2362.5
843,F35630,2021-07-21,2021-08-20,750.0000000000001
844,F31682,2020-03-31,2020-03-31,33250.0
845,F31718,2020-04-06,2020-04-14,33250.0
846,F39418,2022-10-21,2022-10-27,2075.0
847,F30613,2019-12-02,2020-01-01,3029.2799999999997
848,F30629,2019-12-02,2020-01-02,3029.28
849,F31113,2020-01-28,2020-02-27,504.88000000000005
850,F31211,2020-02-13,2020-03-06,1020.2600000000001
851,F36399,2021-10-15,2021-10-28,1120.0
852,F36400,2021-10-15,2021-10-28,1068.5
853,F36880,2021-12-07,2021-12-22,392.00000000000006
854,F37019,2021-12-24,2022-01-08,4343.0
855,F37117,2022-01-07,2022-01-29,4343.0
856,F37788,2022-03-30,2022-04-15,6006.000000000001
857,F39300,2022-10-12,2022-10-28,3717.0000000000005
858,F39724,2022-12-01,2022-12-23,1848.2500000000002
859,F30519,2019-11-27,2019-12-06,3033.46
860,F31017,2020-02-05,2020-02-05,103.0908
861,F34216,2021-02-16,2021-02-16,96.00000000000001
862,F34718,2021-04-07,2021-04-07,262.62
863,F34834,2021-04-20,2021-04-20,228.00000000000003
864,F35006,2021-05-10,2021-05-10,200.0
865,F35170,2021-05-26,2021-05-26,
866,F36025,2021-09-01,2021-09-02,400.00000000000006
867,F36067,2021-09-06,2021-09-06,61.21000000000001
868,F36082,2021-09-07,2021-09-07,95.93180000000001
869,F36328,2021-10-05,2021-10-05,183.7
870,F37388,2022-02-10,2022-02-17,1451.182
871,F38466,2022-06-17,2022-06-27,1336.0
872,F40055,2023-01-31,2023-01-31,350.00000000000006
873,F29597,2019-09-23,2019-10-08,7300.000000000001
874,F29948,2019-10-14,2019-11-02,4384.0
875,F30395,2019-11-20,2019-12-12,2458.2
876,F30618,2019-12-13,2020-01-02,2835.0
877,F30848,2020-01-20,2020-02-05,13125.000000000002
878,F30913,2020-01-28,2020-02-08,2704.0
879,F30977,2020-01-27,2020-02-15,2704.0
880,F31340,2020-03-03,2020-03-14,6576.0
881,F31350,2020-02-28,2020-03-14,2704.0
882,F35305,2021-06-02,2021-06-26,2469.5800000000004
883,F35575,2021-06-25,2021-07-29,1000.0
884,F30120,2019-10-31,2019-11-19,2275.0
885,F31589,2020-03-17,2020-04-07,1137.5
886,F32705,2020-08-31,2020-09-15,2787.8
887,F34230,2021-02-12,2021-03-04,2651.2497000000003
888,F36477,2021-10-21,2021-11-06,1995.5
889,F40279,2023-02-28,2023-03-15,2571.5811000000003
890,F29463,2019-09-10,2019-11-09,1800.0000000000002
891,F29477,2019-09-11,2019-11-10,1800.0000000000002
892,F30302,2019-11-19,2020-01-19,6783.000000000001
893,F30318,2019-11-19,2020-01-20,10067.900000000001
894,F30668,2019-12-11,2020-02-18,1800.0000000000002
895,F30669,2019-12-11,2020-02-18,2261.0
896,F30884,2020-01-27,2020-03-23,1800.0000000000002
897,F31213,2020-02-20,2020-04-20,6783.000000000001
898,F31225,2020-02-26,2020-04-21,2261.0
899,F32616,2020-08-12,2020-10-23,1800.0000000000002
900,F33240,2020-10-19,2020-12-26,3600.0000000000005
901,F29538,2019-09-18,2019-10-18,2602.5
902,F29564,2019-09-13,2019-10-19,1940.0000000000002
903,F29825,2019-10-08,2019-11-07,11100.0
904,F29972,2019-10-21,2019-11-20,2082.0
905,F30251,2019-11-13,2019-12-13,2910.0000000000005
906,F30726,2020-01-02,2020-02-07,4850.0
907,F31110,2020-02-12,2020-03-13,4722.1
908,F31396,2020-03-04,2020-04-03,2376.05
909,F31548,2020-03-19,2020-04-18,4164.0
910,F31576,2020-03-20,2020-04-19,4722.1
911,F35758,2021-08-04,2021-09-03,600.0
912,F36874,2021-12-06,2022-01-05,16594.000000000004
913,F29456,2019-09-10,2019-09-25,1059.8700000000001
914,F29457,2019-09-10,2019-09-25,1059.8700000000001
915,F29458,2019-09-10,2019-09-25,1059.8700000000001
916,F29474,2019-09-11,2019-09-26,1059.89
917,F29852,2019-10-03,2019-10-25,1124.59
918,F32188,2020-07-08,2020-07-23,2623.1
919,F32284,2020-07-20,2020-08-04,3934.5
920,F32345,2020-07-10,2020-08-08,3299.2000000000003
921,F33300,2020-10-30,2020-11-14,4185.0
922,F37072,2022-01-07,2022-01-22,1350.0
923,F39819,2022-12-21,2023-01-06,390.00000000000006
924,F33990,2021-01-26,2021-01-26,7800.000000000001
925,F34251,2021-02-18,2021-02-18,7800.000000000001
926,F29601,2019-09-23,2019-10-08,2726.5200000000004
927,F29602,2019-09-23,2019-10-08,1363.2600000000002
928,F30312,2019-10-30,2019-12-05,1855.3600000000001
929,F30881,2020-01-13,2020-02-06,1640.0000000000002
930,F31316,2020-02-11,2020-03-14,2766.0
931,F33845,2021-01-07,2021-01-22,2766.0
932,F33846,2021-01-07,2021-01-22,1383.0
933,F34594,2021-03-23,2021-04-07,2766.0
934,F31065,2020-02-07,2020-02-22,1192.6200000000001
935,F31359,2020-02-28,2020-03-14,2842.0
936,F31395,2020-03-04,2020-03-19,2842.0000000000005
937,F32078,2020-06-17,2020-07-11,5100.150000000001
938,F32083,2020-06-17,2020-07-11,5100.0
939,F33384,2020-11-03,2020-11-12,1530.0000000000002
940,F33400,2020-11-17,2020-11-13,5610.000000000001
941,F33409,2020-11-03,2020-11-17,1530.0
942,F33410,2020-11-17,2020-11-17,5610.000000000001
943,F33591,2020-12-01,2020-12-01,3740.0000000000005
944,F33767,2020-12-11,2021-01-17,1738.0000000000002
945,F33768,2020-12-15,2021-01-17,1738.0000000000002
946,F34502,2021-03-11,2021-03-11,3740.0000000000005
947,F34982,2021-04-23,2021-06-04,809.86
948,F35624,2021-07-15,2021-08-20,2200.0
949,F35765,2021-08-06,2021-09-04,5832.000000000001
950,F35930,2021-08-20,2021-09-23,4400.0
951,F36087,2021-08-25,2021-10-08,3932.0
952,F36133,2021-08-25,2021-10-13,3888.0000000000005
953,F36152,2021-09-15,2021-10-15,5832.0
954,F36160,2021-09-13,2021-10-15,1960.0000000000002
955,F36268,2021-09-20,2021-10-28,5628.0
956,F36479,2021-10-22,2021-11-21,4400.0
957,F36719,2021-11-17,2021-12-22,7500.017000000001
958,F36765,2021-11-17,2021-12-25,7500.017000000001
959,F37270,2022-02-01,2022-03-04,2200.0
960,F37860,2022-04-07,2022-05-07,4400.0
961,F38279,2022-05-19,2022-06-30,1680.0000000000002
962,F38459,2022-06-15,2022-06-24,1125.0
963,F38806,2022-08-09,2022-08-12,3678.0
964,F39361,2022-10-18,2022-11-20,4200.0
965,F40072,2023-01-30,2023-03-04,2744.0
966,F29994,2019-10-15,2019-11-07,8031.68
967,F30413,2019-11-19,2019-12-12,4978.5
968,F31765,2020-04-28,2020-04-28,4978.5
969,F31924,2020-05-26,2020-06-03,6578.6
970,F32507,2020-08-05,2020-08-27,5000.0
971,F29492,2019-09-12,2019-10-12,262.94
972,F29493,2019-09-12,2019-10-12,448.28000000000003
973,F29677,2019-09-27,2019-10-27,4528.6
974,F30346,2019-11-05,2019-12-22,7802.1
975,F30628,2019-12-18,2020-01-17,347.2875
976,F33541,2020-11-27,2020-12-27,143.4109
977,F33688,2020-12-09,2021-01-08,2925.0
978,F34172,2021-02-11,2021-03-13,694.575
979,F34177,2021-02-12,2021-03-13,713.5000000000001
